Female,Male,Vine,Observation_no,2020-05-06,2020-05-12,2020-05-17,2020-05-20,2020-05-23,2020-05-27,2020-05-30,2020-06-02,2020-06-06,2020-06-08,2020-06-11,2020-06-14,2020-06-18,2020-06-21,2020-06-25,2020-06-29,2020-07-02,2020-07-05,2020-07-13,2020-07-22,2020-07-27,2020-08-02,2020-08-09,2020-08-13,2020-08-16,2020-08-22,2020-08-26
ND.054.27,ND.213,1.093.036,2,3,NA,5,3,5,11,12,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.037,2,5,5,7,12,13,14,15,NA,18,65,69,69,75,75,77,77,79,79,33,79,79,79,81,81,85,85,85
ND.054.27,ND.213,1.093.038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.041,2,0,1,1,1,1,3,8,NA,13,14,14,15,17,19,19,14,27,NA,79,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.043,2,0,0,0,0,1,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.044,2,7,5,5,5,5,8,8,NA,14,14,15,15,16,17,19,17,20,25,26,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.046,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.047,2,1,1,1,1,1,1,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.048,2,5,5,7,11,12,13,13,NA,15,16,16,67,73,73,75,75,75,75,27,79,NA,81,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.049,2,3,3,5,8,13,14,15,NA,18,68,69,69,75,75,75,75,77,79,79,79,79,83,81,83,85,85,85
ND.054.27,ND.213,1.093.050,2,0,1,1,5,8,13,13,NA,17,18,64,69,73,75,75,75,77,77,79,79,79,81,83,85,85,85,85
ND.054.27,ND.213,1.093.051,2,1,1,3,3,1,11,12,NA,14,14,NA,0,17,13,18,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.093.052,2,0,1,NA,1,1,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.009,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.010,2,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.015,2,0,1,NA,NA,NA,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.016,2,0,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.017,2,1,1,3,3,3,11,12,NA,14,14,16,16,17,17,18,14,19,23,18,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.020,2,5,5,3,5,7,8,12,NA,15,16,17,18,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.021,2,1,3,3,5,7,13,13,NA,16,17,60,68,73,73,75,75,75,75,79,79,79,79,79,81,81,85,85
ND.054.27,ND.213,1.094.022,2,1,1,5,7,8,13,14,NA,16,17,65,69,73,73,75,75,75,75,79,79,79,79,79,81,85,85,85
ND.054.27,ND.213,1.094.023,2,1,3,5,3,3,7,8,NA,12,13,14,15,18,73,19,NA,23,24,79,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.024,2,3,3,5,8,13,14,14,NA,17,60,65,69,73,73,77,77,77,75,79,79,79,79,79,81,81,83,85
ND.054.27,ND.213,1.094.025,2,0,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.026,2,1,5,5,7,11,14,15,NA,17,61,68,71,75,75,75,75,77,79,79,79,79,81,81,85,85,85,85
ND.054.27,ND.213,1.094.027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.029,2,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.030,2,0,1,3,1,3,12,13,NA,15,16,17,63,73,73,75,75,75,75,79,79,79,79,79,81,81,85,85
ND.054.27,ND.213,1.094.031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.032,2,0,1,1,1,1,5,7,NA,NA,13,14,15,17,19,16,18,73,20,28,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.034,2,5,5,7,11,13,14,15,NA,18,69,69,71,75,75,75,75,77,75,79,79,79,79,79,81,85,85,85
ND.054.27,ND.213,1.094.035,2,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.036,2,7,5,8,12,13,13,14,NA,14,64,68,19,69,71,73,75,19,75,79,79,81,81,85,85,85,85,85
ND.054.27,ND.213,1.094.037,2,5,3,3,3,5,8,11,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.038,2,0,1,NA,NA,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.040,2,1,1,1,1,1,8,11,NA,15,16,69,69,75,17,75,22,20,15,79,79,79,79,79,79,83,81,85
ND.054.27,ND.213,1.094.041,2,3,3,3,3,5,5,8,NA,12,13,14,13,0,0,15,71,19,19,26,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.042,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.044,2,5,5,5,8,12,NA,NA,NA,18,60,69,69,75,75,75,75,77,77,79,79,79,79,79,81,81,83,85
ND.054.27,ND.213,1.094.045,2,NA,0,5,8,0,NA,NA,NA,17,19,18,69,75,75,75,75,75,75,40,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.046,2,0,3,1,1,1,NA,NA,NA,12,15,0,0,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.047,2,1,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ND.054.27,ND.213,1.094.048,2,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.057,2,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.058,2,5,5,5,12,13,15,16,NA,18,67,69,71,75,75,77,77,77,79,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.054.27,1.096.059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.060,2,0,3,1,3,8,13,13,NA,17,17,18,22,71,73,27,75,75,23,79,79,81,79,79,NA,85,81,NA
SKND.009.41,ND.054.27,1.096.061,2,NA,3,NA,3,1,0,0,NA,11,13,14,15,17,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.062,2,0,3,3,8,8,13,14,NA,16,16,17,18,71,71,73,73,75,19,79,79,NA,79,83,83,NA,NA,NA
SKND.009.41,ND.054.27,1.096.063,2,0,1,NA,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.064,2,3,5,5,8,8,14,15,NA,19,19,61,67,73,75,75,75,77,75,79,81,83,85,85,85,85,NA,NA
SKND.009.41,ND.054.27,1.096.065,2,1,3,5,5,8,13,13,NA,16,16,65,69,73,73,75,77,79,23,79,79,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.067,2,5,3,5,7,11,13,14,NA,17,17,62,69,75,73,75,75,79,79,79,79,81,83,85,85,85,85,85
SKND.009.41,ND.054.27,1.096.068,2,NA,1,NA,1,1,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.069,2,0,3,5,7,11,13,14,NA,15,16,66,69,73,73,75,75,75,77,79,79,81,79,81,85,85,85,85
SKND.009.41,ND.054.27,1.096.070,2,0,1,3,3,8,12,13,NA,16,16,62,69,73,75,75,75,75,75,79,NA,79,NA,79,NA,NA,81,NA
SKND.009.41,ND.054.27,1.096.071,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.072,2,0,1,1,5,3,11,11,NA,12,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.073,2,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,12,NA,15,18,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.074,2,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.075,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.076,2,3,5,7,8,11,141,14,NA,17,63,69,69,73,75,77,75,77,77,79,79,79,79,79,81,85,NA,85
SKND.009.41,ND.054.27,1.096.077,2,0,1,5,5,7,14,14,NA,17,61,0,69,73,75,77,75,79,75,79,79,79,79,79,81,81,83,85
SKND.009.41,ND.054.27,1.096.078,2,3,3,5,5,11,13,13,NA,17,19,64,69,75,75,75,75,79,79,79,79,79,79,83,85,85,85,85
SKND.009.41,ND.054.27,1.096.079,2,0,1,NA,1,1,7,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.080,2,3,1,3,5,8,13,13,NA,15,15,16,17,18,18,18,75,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.081,2,1,3,5,7,8,13,14,NA,18,60,69,69,73,73,75,75,75,75,79,79,83,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.096.082,2,0,1,1,1,1,NA,8,NA,15,15,15,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.083,2,5,5,7,11,13,14,15,NA,19,19,65,69,75,75,NA,75,77,77,79,79,79,81,79,83,85,85,85
SKND.009.41,ND.054.27,1.096.084,2,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.085,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.087,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.088,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.089,2,0,1,5,1,12,14,14,NA,17,19,67,69,73,75,NA,75,79,79,79,79,79,79,81,83,85,85,85
SKND.009.41,ND.054.27,1.096.090,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.091,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.092,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.093,2,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.094,2,0,1,1,1,1,1,0,NA,0,12,14,14,17,16,75,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.095,2,1,3,5,7,12,15,16,NA,18,17,20,20,71,71,75,71,26,24,77,81,83,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.096,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.097,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.098,2,0,3,3,8,11,15,15,NA,19,20,60,67,73,73,16,75,75,75,79,79,79,81,81,85,81,85,85
SKND.009.41,ND.054.27,1.096.099,2,0,1,1,1,1,1,0,NA,NA,NA,0,11,14,14,71,14,24,20,31,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.100,2,0,1,3,5,8,14,14,NA,15,17,65,71,75,73,75,75,75,75,79,79,79,79,81,81,83,85,85
SKND.009.41,ND.054.27,1.096.101,2,0,1,1,3,7,13,13,NA,16,19,63,69,73,73,75,75,75,75,79,79,81,85,85,85,85,85,85
SKND.009.41,ND.054.27,1.096.102,2,5,5,5,8,12,15,16,NA,19,66,66,71,75,75,75,77,77,77,79,79,79,79,83,85,85,85,85
SKND.009.41,ND.054.27,1.096.103,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.104,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.105,2,NA,1,NA,3,1,11,12,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.106,2,0,1,1,1,1,13,14,NA,14,14,15,15,16,19,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.107,2,0,1,3,3,5,11,8,NA,12,13,14,14,15,16,16,17,17,18,23,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.108,2,3,5,5,5,7,8,8,NA,12,13,13,16,17,16,18,19,17,19,26,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.110,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.111,2,5,5,5,11,13,15,16,NA,19,60,69,71,75,75,77,77,79,79,79,79,81,81,83,85,85,85,85
SKND.009.41,ND.054.27,1.096.112,2,3,5,5,8,12,15,15,NA,18,19,61,69,73,73,75,77,79,75,79,79,79,79,79,79,79,81,81
SKND.009.41,ND.054.27,1.096.113,2,0,1,1,1,1,12,13,NA,15,16,17,18,24,71,73,75,26,75,79,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.115,2,1,3,7,8,12,14,15,NA,18,19,64,69,75,73,75,75,75,75,79,79,79,79,79,79,85,85,85
SKND.009.41,ND.054.27,1.096.116,2,1,3,5,7,11,14,14,NA,17,62,62,71,75,75,75,77,79,79,79,79,79,79,79,79,79,79,79
SKND.009.41,ND.054.27,1.096.117,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.118,2,3,3,5,8,11,13,14,NA,17,17,62,69,24,73,77,77,79,79,79,79,79,79,81,85,85,85,85
SKND.009.41,ND.054.27,1.096.119,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.120,2,1,1,5,8,11,15,15,NA,18,19,67,69,75,75,75,75,75,75,79,79,79,79,79,79,79,79,81
SKND.009.41,ND.054.27,1.096.121,2,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.122,2,1,3,5,8,12,15,14,NA,18,19,64,71,75,75,75,75,79,77,79,79,79,79,81,85,85,85,85
SKND.009.41,ND.054.27,1.096.123,2,1,1,3,5,8,12,13,NA,14,16,16,17,19,22,NA,75,75,31,41,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.124,2,0,1,1,1,1,1,0,NA,NA,0,13,15,16,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.126,2,1,3,5,8,12,15,15,NA,18,19,65,71,75,75,75,75,75,75,79,79,79,79,81,83,85,85,85
SKND.009.41,ND.054.27,1.096.127,2,1,1,5,8,12,15,15,NA,16,18,19,NA,19,19,26,23,77,28,26,79,79,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.128,2,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.129,2,3,3,5,8,11,14,14,NA,17,20,60,69,73,73,75,75,75,75,79,79,79,79,79,81,81,85,79
SKND.009.41,ND.054.27,1.096.130,2,0,3,5,7,8,14,14,NA,16,18,0,0,12,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.096.131,2,NA,1,1,1,1,13,14,NA,NA,17,66,69,73,NA,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.001,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.003,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.004,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.005,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.006,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.007,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.008,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.009,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.054.27,1.097.010,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
