"","ID","Male","Female","yyyymmdd","DOY","Vine","1","2","3","4"
"1","1.093.004_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.004",7,5,0,0
"2","1.093.005_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.005",5,3,1,1
"3","1.093.005_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.005",3,1,0,0
"4","1.093.015_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.015",14,14,5,3
"5","1.093.016_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.016",3,1,0,0
"6","1.093.016_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.016",3,1,1,0
"7","1.093.016_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.016",5,1,1,1
"8","1.093.016_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.016",3,1,1,0
"9","1.093.016_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.016",1,1,0,0
"10","1.093.016_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.016",13,0,0,0
"11","1.093.016_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.016",5,0,0,0
"12","1.093.016_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.016",15,0,0,0
"13","1.093.016_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.016",14,0,0,0
"14","1.093.016_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.016",15,0,0,0
"15","1.093.017_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.017",1,0,0,0
"16","1.093.017_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.017",1,1,1,0
"17","1.093.017_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.017",1,1,1,1
"18","1.093.017_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.017",3,1,1,0
"19","1.093.017_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.017",1,1,1,0
"20","1.093.017_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.017",0,0,0,0
"21","1.093.019_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.019",0,0,0,0
"22","1.093.019_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.019",1,1,1,1
"23","1.093.019_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.019",1,1,1,0
"24","1.093.019_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.019",1,1,0,0
"25","1.093.019_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.019",1,1,1,0
"26","1.093.019_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.019",13,12,1,0
"27","1.093.019_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.019",15,14,13,13
"28","1.093.019_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.019",20,17,15,15
"29","1.093.019_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.019",17,16,16,0
"30","1.093.019_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.019",60,18,16,0
"31","1.093.019_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.019",73,73,19,15
"32","1.093.019_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.019",73,73,19,14
"33","1.093.019_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.019",75,23,20,15
"34","1.093.019_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.019",75,75,26,22
"35","1.093.019_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.019",77,75,22,18
"36","1.093.019_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.019",75,77,30,19
"37","1.093.019_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.019",79,79,37,NA
"38","1.093.019_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.019",79,79,79,79
"39","1.093.019_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.019",79,NA,NA,NA
"40","1.093.019_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.019",5,3,3,3
"41","1.093.019_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.019",7,7,5,5
"42","1.093.019_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.019",11,8,8,8
"43","1.093.019_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.019",12,14,13,15
"44","1.093.019_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.019",53,53,53,53
"45","1.093.019_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.019",55,55,53,53
"46","1.093.019_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.019",57,57,57,57
"47","1.093.019_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.019",60,61,68,57
"48","1.093.019_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.019",73,73,73,73
"49","1.093.019_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.019",73,73,73,73
"50","1.093.019_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.019",75,75,75,73
"51","1.093.019_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.019",77,77,75,75
"52","1.093.019_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.019",79,79,79,79
"53","1.093.019_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.019",79,79,79,79
"54","1.093.019_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.019",79,79,79,79
"55","1.093.019_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.019",79,79,79,79
"56","1.093.019_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.019",79,79,79,79
"57","1.093.019_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.019",79,79,79,79
"58","1.093.019_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.019",79,79,79,79
"59","1.093.019_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.019",79,79,79,79
"60","1.093.019_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.019",81,81,81,81
"61","1.093.020_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.020",5,5,5,3
"62","1.093.020_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.020",5,5,5,3
"63","1.093.020_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.020",7,7,5,5
"64","1.093.020_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.020",11,11,8,7
"65","1.093.020_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.020",13,13,12,12
"66","1.093.020_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.020",15,15,14,13
"67","1.093.020_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.020",16,16,15,14
"68","1.093.020_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.020",20,20,18,17
"69","1.093.020_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.020",66,65,64,61
"70","1.093.020_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.020",69,69,69,69
"71","1.093.020_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.020",69,69,69,69
"72","1.093.020_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.020",75,75,73,71
"73","1.093.020_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.020",75,75,75,75
"74","1.093.020_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.020",77,77,75,75
"75","1.093.020_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.020",77,77,77,77
"76","1.093.020_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.020",77,77,75,75
"77","1.093.020_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.020",79,79,79,79
"78","1.093.020_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.020",79,79,79,79
"79","1.093.020_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.020",79,79,79,79
"80","1.093.020_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.020",79,79,79,79
"81","1.093.020_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.093.020",79,79,79,79
"82","1.093.020_2020-08-09","ND.213","ND.054.27","2020-08-09","222","1.093.020",83,83,81,81
"83","1.093.020_2020-08-13","ND.213","ND.054.27","2020-08-13","226","1.093.020",85,85,85,85
"84","1.093.020_2020-08-16","ND.213","ND.054.27","2020-08-16","229","1.093.020",85,85,85,85
"85","1.093.020_2020-08-22","ND.213","ND.054.27","2020-08-22","235","1.093.020",85,85,85,85
"86","1.093.020_2020-08-26","ND.213","ND.054.27","2020-08-26","239","1.093.020",85,85,85,85
"87","1.093.020_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.020",7,7,7,5
"88","1.093.020_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.020",8,8,8,8
"89","1.093.020_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.020",12,13,12,12
"90","1.093.020_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.020",15,15,15,14
"91","1.093.020_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.020",55,55,55,53
"92","1.093.020_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.020",55,55,55,55
"93","1.093.020_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.020",61,61,62,65
"94","1.093.020_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.020",69,69,69,69
"95","1.093.020_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.020",73,73,73,73
"96","1.093.020_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.020",75,75,73,73
"97","1.093.020_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.020",75,75,75,75
"98","1.093.020_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.020",75,75,75,75
"99","1.093.020_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.020",79,79,79,79
"100","1.093.020_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.020",79,79,79,79
"101","1.093.020_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.020",79,79,79,79
"102","1.093.020_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.020",79,79,79,79
"103","1.093.020_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.020",79,79,79,79
"104","1.093.020_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.020",79,79,79,79
"105","1.093.020_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.020",79,79,79,79
"106","1.093.020_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.020",79,79,79,79
"107","1.093.020_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.020",79,79,79,79
"108","1.093.021_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.021",3,1,0,0
"109","1.093.021_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.021",3,1,1,0
"110","1.093.021_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.021",3,3,1,1
"111","1.093.021_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.021",3,1,1,0
"112","1.093.021_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.021",3,1,1,1
"113","1.093.021_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.021",13,13,12,1
"114","1.093.021_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.021",14,13,12,0
"115","1.093.021_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.021",17,14,11,0
"116","1.093.021_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.021",14,13,0,0
"117","1.093.021_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.021",14,14,0,0
"118","1.093.021_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.021",67,15,15,0
"119","1.093.021_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.021",73,20,18,16
"120","1.093.021_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.021",73,19,18,17
"121","1.093.021_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.021",75,22,20,15
"122","1.093.021_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.021",75,20,20,15
"123","1.093.021_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.021",22,24,75,17
"124","1.093.021_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.021",24,75,28,NA
"125","1.093.021_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.021",79,27,22,NA
"126","1.093.021_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.021",79,NA,NA,NA
"127","1.093.021_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.021",79,NA,NA,NA
"128","1.093.021_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.021",5,5,5,5
"129","1.093.021_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.021",5,5,5,5
"130","1.093.021_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.021",8,8,5,5
"131","1.093.021_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.021",11,11,12,12
"132","1.093.021_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.021",14,13,53,16
"133","1.093.021_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.021",53,53,53,53
"134","1.093.021_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.021",57,57,57,57
"135","1.093.021_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.021",60,60,57,57
"136","1.093.021_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.021",73,71,71,71
"137","1.093.021_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.021",73,73,73,73
"138","1.093.021_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.021",73,73,73,75
"139","1.093.021_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.021",75,75,75,75
"140","1.093.021_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.021",75,75,75,75
"141","1.093.021_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.021",79,79,79,79
"142","1.093.021_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.021",79,79,79,79
"143","1.093.021_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.021",79,79,79,79
"144","1.093.021_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.021",79,79,79,79
"145","1.093.021_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.021",79,79,79,79
"146","1.093.021_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.021",79,79,79,79
"147","1.093.021_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.021",79,79,79,79
"148","1.093.021_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.021",79,79,81,81
"149","1.093.022_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.022",1,0,0,0
"150","1.093.022_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.022",3,1,1,1
"151","1.093.022_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.022",3,1,1,1
"152","1.093.022_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.022",3,1,1,1
"153","1.093.022_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.022",3,1,1,1
"154","1.093.022_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.022",5,3,3,1
"155","1.093.022_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.022",0,0,0,0
"156","1.093.025_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.025",1,0,0,0
"157","1.093.025_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.025",5,1,1,1
"158","1.093.025_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.025",5,1,1,1
"159","1.093.025_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.025",5,1,1,1
"160","1.093.025_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.025",5,1,1,1
"161","1.093.025_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.025",13,3,1,0
"162","1.093.025_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.025",14,0,0,0
"163","1.093.025_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.025",17,0,0,0
"164","1.093.025_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.025",17,0,0,0
"165","1.093.025_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.025",5,7,5,5
"166","1.093.025_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.025",11,8,8,8
"167","1.093.025_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.025",12,13,13,12
"168","1.093.025_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.025",15,13,16,14
"169","1.093.025_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.025",55,55,53,53
"170","1.093.025_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.025",53,53,53,53
"171","1.093.025_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.025",61,61,61,57
"172","1.093.025_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.025",69,69,67,65
"173","1.093.025_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.025",71,71,71,71
"174","1.093.025_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.025",71,71,73,73
"175","1.093.025_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.025",73,73,73,73
"176","1.093.025_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.025",73,73,75,73
"177","1.093.025_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.025",75,75,73,73
"178","1.093.025_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.025",75,75,77,75
"179","1.093.025_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.025",75,75,77,75
"180","1.093.025_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.025",79,79,79,79
"181","1.093.025_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.025",79,79,79,79
"182","1.093.025_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.025",79,79,79,79
"183","1.093.025_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.025",79,79,79,79
"184","1.093.025_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.025",79,79,79,79
"185","1.093.025_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.025",81,81,81,81
"186","1.093.026_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.026",3,1,0,0
"187","1.093.026_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.026",1,1,1,1
"188","1.093.026_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.026",3,1,1,1
"189","1.093.026_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.026",3,1,1,1
"190","1.093.026_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.026",1,1,1,1
"191","1.093.026_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.026",1,1,1,1
"192","1.093.026_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.026",0,0,0,0
"193","1.093.027_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.027",0,0,0,0
"194","1.093.027_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.027",3,3,1,1
"195","1.093.027_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.027",5,5,1,3
"196","1.093.027_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.027",7,5,3,1
"197","1.093.027_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.027",8,8,3,1
"198","1.093.027_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.027",14,13,8,8
"199","1.093.027_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.027",15,14,12,8
"200","1.093.027_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.027",18,17,14,13
"201","1.093.027_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.027",19,18,15,13
"202","1.093.027_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.027",63,60,19,16
"203","1.093.027_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.027",67,63,20,17
"204","1.093.027_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.027",73,20,20,18
"205","1.093.027_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.027",73,NA,19,19
"206","1.093.027_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.027",73,22,NA,20
"207","1.093.027_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.027",75,NA,24,25
"208","1.093.027_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.027",75,17,27,19
"209","1.093.027_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.027",NA,NA,NA,79
"210","1.093.027_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.027",NA,NA,NA,79
"211","1.093.027_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.027",NA,NA,NA,79
"212","1.093.027_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.027",NA,NA,NA,79
"213","1.093.027_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.027",NA,NA,NA,79
"214","1.093.028_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.028",3,1,0,0
"215","1.093.028_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.028",3,3,1,1
"216","1.093.028_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.028",7,5,3,1
"217","1.093.028_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.028",8,8,5,1
"218","1.093.028_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.028",8,8,7,1
"219","1.093.028_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.028",13,13,11,11
"220","1.093.028_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.028",14,13,12,12
"221","1.093.028_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.028",17,16,16,11
"222","1.093.028_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.028",17,16,13,0
"223","1.093.028_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.028",60,18,18,13
"224","1.093.028_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.028",69,NA,19,15
"225","1.093.028_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.028",73,22,NA,18
"226","1.093.028_2020-06-21","ND.213","ND.054.27","2020-06-21","173","1.093.028",73,19,19,12
"227","1.093.028_2020-06-25","ND.213","ND.054.27","2020-06-25","177","1.093.028",75,24,20,13
"228","1.093.028_2020-06-29","ND.213","ND.054.27","2020-06-29","181","1.093.028",75,25,24,15
"229","1.093.028_2020-07-02","ND.213","ND.054.27","2020-07-02","184","1.093.028",26,75,25,28
"230","1.093.028_2020-07-05","ND.213","ND.054.27","2020-07-05","187","1.093.028",75,30,25,25
"231","1.093.028_2020-07-13","ND.213","ND.054.27","2020-07-13","195","1.093.028",79,28,30,31
"232","1.093.028_2020-07-22","ND.213","ND.054.27","2020-07-22","204","1.093.028",79,NA,NA,NA
"233","1.093.028_2020-07-27","ND.213","ND.054.27","2020-07-27","209","1.093.028",79,NA,NA,NA
"234","1.093.028_2020-08-02","ND.213","ND.054.27","2020-08-02","215","1.093.028",79,NA,NA,NA
"235","1.093.028_2020-08-09","ND.213","ND.054.27","2020-08-09","222","1.093.028",79,NA,NA,NA
"236","1.093.028_2020-08-13","ND.213","ND.054.27","2020-08-13","226","1.093.028",81,81,81,81
"237","1.093.028_2020-08-16","ND.213","ND.054.27","2020-08-16","229","1.093.028",81,NA,NA,NA
"238","1.093.028_2020-08-22","ND.213","ND.054.27","2020-08-22","235","1.093.028",85,NA,NA,NA
"239","1.093.028_2020-08-26","ND.213","ND.054.27","2020-08-26","239","1.093.028",85,NA,NA,NA
"240","1.093.028_2021-05-08","ND.213","ND.054.27","2021-05-08","128","1.093.028",5,5,5,5
"241","1.093.028_2021-05-14","ND.213","ND.054.27","2021-05-14","134","1.093.028",7,5,8,8
"242","1.093.028_2021-05-17","ND.213","ND.054.27","2021-05-17","137","1.093.028",11,8,8,8
"243","1.093.028_2021-05-20","ND.213","ND.054.27","2021-05-20","140","1.093.028",13,13,14,14
"244","1.093.028_2021-05-25","ND.213","ND.054.27","2021-05-25","145","1.093.028",53,53,53,53
"245","1.093.028_2021-06-01","ND.213","ND.054.27","2021-06-01","152","1.093.028",55,55,53,53
"246","1.093.028_2021-06-04","ND.213","ND.054.27","2021-06-04","155","1.093.028",60,57,57,57
"247","1.093.028_2021-06-07","ND.213","ND.054.27","2021-06-07","158","1.093.028",60,65,60,60
"248","1.093.028_2021-06-14","ND.213","ND.054.27","2021-06-14","165","1.093.028",73,73,71,71
"249","1.093.028_2021-06-17","ND.213","ND.054.27","2021-06-17","168","1.093.028",75,73,73,73
"250","1.093.028_2021-06-21","ND.213","ND.054.27","2021-06-21","172","1.093.028",75,75,75,75
"251","1.093.028_2021-06-24","ND.213","ND.054.27","2021-06-24","175","1.093.028",75,75,75,75
"252","1.093.028_2021-06-28","ND.213","ND.054.27","2021-06-28","179","1.093.028",77,77,77,77
"253","1.093.028_2021-07-02","ND.213","ND.054.27","2021-07-02","183","1.093.028",79,79,79,79
"254","1.093.028_2021-07-07","ND.213","ND.054.27","2021-07-07","188","1.093.028",79,79,79,79
"255","1.093.028_2021-07-12","ND.213","ND.054.27","2021-07-12","193","1.093.028",79,79,79,79
"256","1.093.028_2021-07-15","ND.213","ND.054.27","2021-07-15","196","1.093.028",79,79,79,79
"257","1.093.028_2021-07-19","ND.213","ND.054.27","2021-07-19","200","1.093.028",79,79,79,79
"258","1.093.028_2021-07-23","ND.213","ND.054.27","2021-07-23","204","1.093.028",79,79,79,79
"259","1.093.028_2021-07-26","ND.213","ND.054.27","2021-07-26","207","1.093.028",79,79,79,79
"260","1.093.028_2021-08-05","ND.213","ND.054.27","2021-08-05","217","1.093.028",79,79,79,79
"261","1.093.029_2020-05-06","ND.213","ND.054.27","2020-05-06","127","1.093.029",5,5,3,1
"262","1.093.029_2020-05-12","ND.213","ND.054.27","2020-05-12","133","1.093.029",5,5,5,3
"263","1.093.029_2020-05-17","ND.213","ND.054.27","2020-05-17","138","1.093.029",5,5,3,3
"264","1.093.029_2020-05-20","ND.213","ND.054.27","2020-05-20","141","1.093.029",7,5,5,5
"265","1.093.029_2020-05-23","ND.213","ND.054.27","2020-05-23","144","1.093.029",11,5,5,5
"266","1.093.029_2020-05-27","ND.213","ND.054.27","2020-05-27","148","1.093.029",13,13,13,12
"267","1.093.029_2020-05-30","ND.213","ND.054.27","2020-05-30","151","1.093.029",14,13,13,13
"268","1.093.029_2020-06-06","ND.213","ND.054.27","2020-06-06","158","1.093.029",17,16,15,13
"269","1.093.029_2020-06-08","ND.213","ND.054.27","2020-06-08","160","1.093.029",18,17,16,13
"270","1.093.029_2020-06-11","ND.213","ND.054.27","2020-06-11","163","1.093.029",18,17,16,14
"271","1.093.029_2020-06-14","ND.213","ND.054.27","2020-06-14","166","1.093.029",69,NA,19,17
"272","1.093.029_2020-06-18","ND.213","ND.054.27","2020-06-18","170","1.093.029",73,NA,20,17
